Chart,1
Chart,4
Chart,5
Chart,6
Chart,7
Chart,8
Chart,9
Chart,10
Chart,11
Chart,12
Chart,13
Chart,17
Chart,20
Chart,24
Chart,26
Cli,8
Cli,11
Cli,17
Cli,28
Cli,40
Closure,2
Closure,5
Closure,10
Closure,11
Closure,13
Closure,15
Closure,18
Closure,19
Closure,20
Closure,31
Closure,33
Closure,36
Closure,38
Closure,44
Closure,52
Closure,56
Closure,57
Closure,61
Closure,62
Closure,65
Closure,67
Closure,70
Closure,73
Closure,77
Closure,78
Closure,83
Closure,86
Closure,92
Closure,97
Closure,101
Closure,102
Closure,104
Closure,119
Closure,124
Closure,125
Closure,126
Closure,128
Codec,2
Codec,3
Codec,4
Codec,7
Codec,9
Codec,10
Codec,17
Codec,18
Compress,19
Compress,23
Csv,1
Csv,4
Csv,11
Gson,11
Gson,13
Gson,15
JacksonCore,5
JacksonCore,8
JacksonCore,25
JacksonDatabind,1
JacksonDatabind,16
JacksonDatabind,27
JacksonDatabind,46
JacksonDatabind,57
JacksonDatabind,82
JacksonDatabind,96
JacksonDatabind,97
JacksonDatabind,99
JacksonXml,5
Jsoup,32
Jsoup,33
Jsoup,34
Jsoup,43
Jsoup,45
Jsoup,46
Jsoup,47
Jsoup,55
Jsoup,57
Jsoup,61
Jsoup,62
Jsoup,77
Jsoup,86
Jsoup,88
Lang,11
Lang,16
Lang,21
Lang,24
Lang,26
Lang,27
Lang,28
Lang,29
Lang,33
Lang,38
Lang,39
Lang,40
Lang,43
Lang,44
Lang,45
Lang,51
Lang,52
Lang,55
Lang,57
Lang,59
Lang,61
Math,2
Math,3
Math,5
Math,10
Math,11
Math,27
Math,30
Math,33
Math,34
Math,41
Math,45
Math,50
Math,53
Math,56
Math,57
Math,58
Math,59
Math,69
Math,70
Math,72
Math,73
Math,79
Math,80
Math,82
Math,85
Math,89
Math,91
Math,94
Math,95
Math,96
Math,105
Math,106
Mockito,12
Mockito,22
Mockito,24
Mockito,29
Mockito,34
Mockito,38
Time,4
Time,15
Time,16
