Chart,1
Chart,6
Chart,9
Chart,11
Chart,24
Cli,3
Cli,5
Cli,8
Cli,9
Cli,11
Cli,12
Cli,24
Cli,25
Cli,28
Cli,35
Cli,37
Cli,38
Cli,40
Closure,2
Closure,5
Closure,19
Closure,36
Closure,38
Closure,44
Closure,52
Closure,56
Closure,57
Closure,61
Closure,62
Closure,64
Closure,65
Closure,66
Closure,73
Closure,77
Closure,78
Closure,92
Closure,97
Closure,104
Closure,114
Closure,124
Closure,125
Closure,126
Closure,128
Closure,129
Closure,152
Closure,166
Codec,9
Codec,10
Codec,18
Compress,5
Compress,7
Compress,12
Compress,14
Compress,19
Compress,21
Compress,26
Compress,30
Compress,31
Compress,32
Compress,45
Csv,2
Csv,5
Csv,6
Csv,7
Csv,9
Csv,11
Csv,15
Gson,10
Gson,12
Gson,15
JacksonCore,5
JacksonCore,6
JacksonCore,7
JacksonCore,8
JacksonCore,20
JacksonCore,25
JacksonDatabind,5
JacksonDatabind,9
JacksonDatabind,12
JacksonDatabind,16
JacksonDatabind,17
JacksonDatabind,19
JacksonDatabind,24
JacksonDatabind,35
JacksonDatabind,45
JacksonDatabind,46
JacksonDatabind,49
JacksonDatabind,57
JacksonDatabind,58
JacksonDatabind,71
JacksonDatabind,83
JacksonDatabind,90
JacksonDatabind,91
JacksonDatabind,93
JacksonDatabind,96
JacksonDatabind,97
JacksonDatabind,99
JacksonDatabind,100
JacksonDatabind,102
JacksonDatabind,112
JacksonXml,3
Jsoup,6
Jsoup,10
Jsoup,13
Jsoup,19
Jsoup,20
Jsoup,26
Jsoup,29
Jsoup,34
Jsoup,39
Jsoup,41
Jsoup,43
Jsoup,45
Jsoup,46
Jsoup,48
Jsoup,51
Jsoup,53
Jsoup,54
Jsoup,57
Jsoup,68
Jsoup,70
Jsoup,72
Jsoup,80
Jsoup,86
Jsoup,90
Jsoup,93
JxPath,8
Lang,3
Lang,6
Lang,9
Lang,12
Lang,13
Lang,14
Lang,16
Lang,17
Lang,18
Lang,21
Lang,22
Lang,24
Lang,31
Lang,33
Lang,39
Lang,42
Lang,43
Lang,45
Lang,51
Lang,52
Lang,54
Lang,55
Lang,58
Lang,59
Lang,61
Math,5
Math,10
Math,11
Math,25
Math,30
Math,32
Math,41
Math,57
Math,60
Math,65
Math,73
Math,80
Math,82
Math,85
Math,87
Math,97
Math,101
Math,102
Mockito,5
Mockito,13
Mockito,24
Mockito,29
Mockito,33
Mockito,34
Time,7
Time,15
Time,19
Time,27
