Chart,1
Chart,3
Chart,4
Chart,7
Chart,8
Chart,9
Chart,11
Chart,12
Chart,13
Chart,20
Chart,24
Chart,26
Cli,2
Cli,4
Cli,5
Cli,7
Cli,9
Cli,11
Cli,17
Cli,24
Cli,26
Cli,28
Cli,32
Cli,35
Cli,39
Cli,40
Closure,1
Closure,2
Closure,5
Closure,8
Closure,13
Closure,14
Closure,15
Closure,18
Closure,19
Closure,31
Closure,33
Closure,36
Closure,38
Closure,51
Closure,52
Closure,56
Closure,57
Closure,59
Closure,61
Closure,62
Closure,65
Closure,70
Closure,73
Closure,77
Closure,78
Closure,92
Closure,97
Closure,101
Closure,102
Closure,104
Closure,119
Closure,125
Closure,126
Closure,128
Closure,129
Closure,133
Closure,146
Closure,152
Closure,168
Codec,2
Codec,3
Codec,4
Codec,5
Codec,6
Codec,7
Codec,9
Codec,10
Codec,17
Codec,18
Collections,3
Collections,6
Collections,13
Collections,20
Compress,1
Compress,7
Compress,10
Compress,12
Compress,14
Compress,15
Compress,19
Compress,21
Compress,23
Compress,27
Compress,30
Compress,31
Compress,32
Compress,41
Compress,44
Compress,45
Compress,46
Csv,1
Csv,2
Csv,4
Csv,5
Csv,6
Csv,9
Csv,10
Csv,11
Gson,5
Gson,8
Gson,11
Gson,12
Gson,13
Gson,15
Gson,16
JacksonCore,3
JacksonCore,5
JacksonCore,7
JacksonCore,8
JacksonCore,13
JacksonCore,20
JacksonCore,23
JacksonCore,25
JacksonDatabind,1
JacksonDatabind,3
JacksonDatabind,4
JacksonDatabind,5
JacksonDatabind,12
JacksonDatabind,16
JacksonDatabind,17
JacksonDatabind,19
JacksonDatabind,27
JacksonDatabind,34
JacksonDatabind,34
JacksonDatabind,42
JacksonDatabind,46
JacksonDatabind,47
JacksonDatabind,49
JacksonDatabind,54
JacksonDatabind,67
JacksonDatabind,70
JacksonDatabind,72
JacksonDatabind,74
JacksonDatabind,76
JacksonDatabind,82
JacksonDatabind,83
JacksonDatabind,86
JacksonDatabind,91
JacksonDatabind,97
JacksonDatabind,99
JacksonDatabind,102
JacksonXml,3
JacksonXml,5
Jsoup,10
Jsoup,19
Jsoup,20
Jsoup,25
Jsoup,26
Jsoup,33
Jsoup,34
Jsoup,37
Jsoup,40
Jsoup,42
Jsoup,43
Jsoup,46
Jsoup,47
Jsoup,54
Jsoup,55
Jsoup,57
Jsoup,59
Jsoup,62
Jsoup,70
Jsoup,72
Jsoup,80
Jsoup,85
Jsoup,86
Jsoup,88
Jsoup,89
Jsoup,90
Jsoup,93
JxPath,8
Lang,1
Lang,3
Lang,4
Lang,5
Lang,11
Lang,14
Lang,16
Lang,21
Lang,24
Lang,28
Lang,39
Lang,40
Lang,43
Lang,44
Lang,45
Lang,51
Lang,52
Lang,54
Lang,55
Lang,57
Lang,58
Lang,59
Lang,61
Math,2
Math,3
Math,5
Math,10
Math,11
Math,26
Math,27
Math,30
Math,33
Math,34
Math,35
Math,39
Math,41
Math,48
Math,50
Math,53
Math,56
Math,57
Math,58
Math,61
Math,62
Math,70
Math,72
Math,73
Math,75
Math,80
Math,89
Math,91
Math,94
Math,95
Math,96
Math,101
Math,105
Math,106
Mockito,5
Mockito,11
Mockito,12
Mockito,13
Mockito,22
Mockito,24
Mockito,26
Mockito,27
Mockito,29
Mockito,31
Mockito,32
Mockito,34
Mockito,36
Mockito,37
Mockito,38
Time,4
Time,15
Time,19
Time,23
