Chart,1
Chart,7
Chart,8
Chart,9
Chart,11
Chart,20
Chart,24
Cli,8
Cli,12
Cli,17
Cli,25
Cli,27
Cli,28
Cli,37
Cli,40
Closure,6
Closure,10
Closure,11
Closure,18
Closure,38
Closure,40
Closure,46
Closure,57
Closure,62
Closure,70
Closure,73
Closure,79
Closure,86
Closure,92
Closure,104
Closure,113
Closure,123
Closure,125
Closure,126
Closure,168
Codec,2
Codec,3
Codec,4
Codec,7
Codec,8
Codec,9
Codec,16
Codec,17
Collections,26
Compress,14
Compress,19
Compress,23
Compress,27
Compress,27
Compress,32
Compress,38
Csv,4
Gson,6
JacksonCore,5
JacksonCore,8
JacksonCore,25
JacksonDatabind,17
JacksonDatabind,27
JacksonDatabind,34
JacksonDatabind,46
JacksonDatabind,57
JacksonDatabind,83
JacksonDatabind,99
JacksonDatabind,102
JacksonXml,5
Jsoup,17
Jsoup,24
Jsoup,40
Jsoup,41
Jsoup,62
Jsoup,68
JxPath,12
Lang,6
Lang,21
Lang,26
Lang,29
Lang,33
Lang,45
Lang,51
Lang,57
Lang,58
Lang,59
Math,5
Math,11
Math,22
Math,30
Math,32
Math,33
Math,41
Math,46
Math,49
Math,50
Math,57
Math,59
Math,70
Math,72
Math,73
Math,75
Math,79
Math,80
Math,82
Math,85
Math,94
Math,104
Mockito,5
Mockito,26
Mockito,29
Time,7
Time,15
Time,19
