Chart,1
Chart,4
Chart,6
Chart,7
Chart,8
Chart,9
Chart,11
Chart,12
Chart,13
Chart,20
Chart,24
Chart,26
Cli,4
Cli,5
Cli,7
Cli,8
Cli,9
Cli,11
Cli,12
Cli,14
Cli,17
Cli,24
Cli,25
Cli,26
Cli,27
Cli,28
Cli,29
Cli,32
Cli,35
Cli,37
Cli,39
Cli,40
Closure,5
Closure,11
Closure,13
Closure,14
Closure,15
Closure,18
Closure,19
Closure,31
Closure,33
Closure,36
Closure,38
Closure,40
Closure,44
Closure,51
Closure,53
Closure,57
Closure,58
Closure,59
Closure,61
Closure,62
Closure,65
Closure,67
Closure,70
Closure,73
Closure,77
Closure,78
Closure,81
Closure,86
Closure,92
Closure,97
Closure,101
Closure,102
Closure,104
Closure,111
Closure,114
Closure,118
Closure,119
Closure,125
Closure,126
Closure,128
Closure,129
Closure,133
Closure,152
Closure,161
Closure,168
Codec,2
Codec,4
Codec,5
Codec,6
Codec,7
Codec,9
Codec,10
Codec,17
Codec,18
Collections,3
Collections,6
Collections,13
Collections,17
Collections,22
Collections,24
Compress,1
Compress,5
Compress,7
Compress,10
Compress,19
Compress,21
Compress,27
Compress,30
Compress,31
Compress,32
Compress,41
Compress,44
Compress,46
Csv,1
Csv,2
Csv,4
Csv,5
Csv,6
Csv,9
Csv,10
Csv,11
Gson,3
Gson,8
Gson,11
Gson,12
Gson,13
Gson,15
Gson,16
JacksonCore,3
JacksonCore,5
JacksonCore,6
JacksonCore,7
JacksonCore,8
JacksonCore,13
JacksonCore,20
JacksonCore,23
JacksonCore,25
JacksonDatabind,1
JacksonDatabind,4
JacksonDatabind,5
JacksonDatabind,17
JacksonDatabind,19
JacksonDatabind,24
JacksonDatabind,27
JacksonDatabind,34
JacksonDatabind,35
JacksonDatabind,37
JacksonDatabind,42
JacksonDatabind,46
JacksonDatabind,47
JacksonDatabind,49
JacksonDatabind,57
JacksonDatabind,67
JacksonDatabind,70
JacksonDatabind,76
JacksonDatabind,82
JacksonDatabind,83
JacksonDatabind,86
JacksonDatabind,88
JacksonDatabind,91
JacksonDatabind,93
JacksonDatabind,96
JacksonDatabind,97
JacksonDatabind,99
JacksonDatabind,102
JacksonXml,3
JacksonXml,4
JacksonXml,5
Jsoup,10
Jsoup,16
Jsoup,19
Jsoup,20
Jsoup,24
Jsoup,25
Jsoup,26
Jsoup,33
Jsoup,34
Jsoup,39
Jsoup,40
Jsoup,42
Jsoup,43
Jsoup,46
Jsoup,47
Jsoup,54
Jsoup,55
Jsoup,57
Jsoup,59
Jsoup,61
Jsoup,62
Jsoup,68
Jsoup,69
Jsoup,70
Jsoup,72
Jsoup,77
Jsoup,79
Jsoup,80
Jsoup,85
Jsoup,86
Jsoup,88
Jsoup,89
Jsoup,90
Jsoup,93
JxPath,8
JxPath,15
JxPath,21
Lang,1
Lang,3
Lang,4
Lang,5
Lang,9
Lang,11
Lang,12
Lang,14
Lang,16
Lang,17
Lang,21
Lang,24
Lang,26
Lang,28
Lang,37
Lang,39
Lang,40
Lang,43
Lang,44
Lang,45
Lang,49
Lang,51
Lang,52
Lang,54
Lang,55
Lang,57
Lang,58
Lang,59
Lang,61
Math,2
Math,3
Math,5
Math,10
Math,11
Math,12
Math,25
Math,26
Math,27
Math,30
Math,33
Math,34
Math,35
Math,39
Math,41
Math,43
Math,45
Math,48
Math,53
Math,56
Math,57
Math,59
Math,61
Math,69
Math,70
Math,72
Math,73
Math,75
Math,79
Math,80
Math,82
Math,85
Math,89
Math,91
Math,94
Math,95
Math,96
Math,105
Mockito,5
Mockito,11
Mockito,12
Mockito,13
Mockito,15
Mockito,22
Mockito,24
Mockito,26
Mockito,27
Mockito,28
Mockito,29
Mockito,31
Mockito,32
Mockito,34
Mockito,37
Mockito,38
Time,4
Time,15
Time,16
Time,20
Time,23
Time,27
